id,release_date,movie,production_budget,domestic_gross,worldwide_gross
82,1985-01-18,Blood Simple,,,
83,2002-04-19,Nueve Reinas,,,
84,2013-04-19,The Lords of Salem,,,
85,2016-10-21,31,,,
86,2005-03-25,The Ballad of Jack and Rose,,,
87,2016-04-22,Unsullied,,,
88,1994-08-31,Killing Zoe,,,
89,2002-05-17,The Believer,,,
90,2008-03-07,Snow Angels,,,
91,2001-08-10,Session 9,,,
92,2011-02-11,MOOZ-lum,,,
93,2007-09-05,I Want Someone To Eat Cheese With,,,
94,2011-08-19,Amigo,,,
95,2007-09-07,Hatchet,,,
96,2008-10-31,My Name is Bruce,,,
97,2010-08-06,The Disappearance of Alice Creed,,,
98,1936-02-05,Modern Times,,,
99,2007-05-11,The Salon,,,
100,2013-10-25,The Square,,,
1,2002-03-22,Stolen Summer,,,
2,2015-03-06,Road Hard,,,
3,2005-09-28,Forty Shades of Blue,,,
4,2009-10-09,Trucker,,,
5,2009-05-29,Pontypool,,,
6,2015-09-28,"Me, You and Five Bucks",,,
7,2014-10-17,Housebound,,,
8,2018-07-20,Teefa in Trouble,,,
9,2005-11-04,Wal-Mart: The High Cost of Low Price,,,
10,2014-04-17,Closer to the Moon,,,
11,2006-03-17,Fetching Cody,,,
12,2011-06-03,The Lion of Judah,,,
13,2014-11-11,Once Upon a Time in Queens,,,
14,2015-02-13,Girlhouse,,,
15,2015-05-26,Mutant World,,,
16,2015-11-20,#Horror,,,
17,2015-09-08,Checkmate,,,
18,1937-12-21,Snow White and the Seven Dwarfs,,,
19,1968-01-01,Shalako,,,
20,2018-11-30,Werk ohne Autor,,,
21,2015-11-20,Mustang,,,
22,2005-04-29,The Holy Girl,,,
23,2014-10-03,La chambre bleue,,,
24,2004-09-17,Incident at Loch Ness,,,
25,2013-04-05,Eddie: The Sleepwalking Cannibal,,,
26,2010-05-01,My Girlfriend's Boyfriend,,,
27,2014-12-31,Kurmanjan datka,,,
28,2014-12-31,House at the End of the Drive,,,
29,1966-07-06,Batman - The Movie,,,
30,1999-03-05,"Lock, Stock and Two Smoking Barrels",,,
31,1983-08-19,The Ballad of Gregorio Cortez,,,
32,1936-06-26,San Francisco,,,
33,1998-10-09,Festen,,,
34,1996-10-11,Trees Lounge,,,
35,2009-05-22,The Girlfriend Experience,,,
36,2007-03-23,Journey from the Fall,,,
37,2000-05-05,The Basket,,,
38,2015-01-30,Above and Beyond,,,
39,1985-03-15,Def-Con 4,,,
40,2005-12-09,Neal n' Nikki,,,
41,2003-12-19,The Hebrew Hammer,,,
42,2014-06-13,Los insolitos peces gato,,,
43,2006-04-07,Simon,,,
44,2011-05-24,Forget Me Not,,,
45,2010-06-08,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,,,
46,2015-06-26,The Algerian,,,
47,1940-03-21,Rebecca,,,
48,1981-04-30,Friday the 13th Part 2,,,
49,1945-11-29,The Lost Weekend,,,
50,1984-08-31,C.H.U.D.,,,
51,2014-10-17,Dear White People,,,
52,2013-04-19,Filly Brown,,,
53,1953-01-21,Niagara,,,
54,2016-12-31,Bodom,,,
55,1941-10-28,How Green Was My Valley,,,
56,2015-01-13,Da Sweet Blood of Jesus,,,
57,2004-10-29,Saw,,,
58,1989-08-04,"Sex, Lies, and Videotape",,,
59,2002-02-15,Super Troopers,,,
60,2002-02-22,Monsoon Wedding,,,
61,2000-11-10,You Can Count on Me,,,
62,1951-07-03,Strangers on a Train,,,
63,1955-10-03,The Trouble with Harry,,,
64,1967-12-29,"Il buono, il brutto, il cattivo",,,
65,1951-09-18,The Day the Earth Stood Still,,,
66,2013-04-19,Home Run,,,
67,1992-10-23,Reservoir Dogs,,,
68,2000-07-07,But I'm a Cheerleader,,,
69,1956-12-23,The Wrong Man,,,
70,1975-09-26,The Rocky Horror Picture Show,,,
71,1976-01-01,The Blue Bird,,,
72,2012-04-13,Blue Like Jazz,,,
73,2015-08-28,Que Horas Ela Volta?,,,
74,1982-11-19,Q,,,
75,2003-03-21,Down & Out with the Dolls,,,
76,2012-06-01,"Pink Ribbons, Inc.",,,
77,2018-02-06,Blood Feast,,,
78,2011-02-11,Certifiably Jonathan,,,
79,2015-09-18,La navaja de Don Juan,,,
80,2008-12-31,Extreme Movie,,,
81,1936-10-20,The Charge of the Light Brigade,,,
82,2004-06-18,Grand Theft Parsons,,,
83,2012-08-28,Below Zero,,,
84,2012-09-07,Crowsnest,,,
85,2012-09-14,Airborne,,,
86,2014-09-09,Cotton Comes to Harlem,,,
87,2015-02-03,Bleeding Hearts,,,
88,2013-12-31,The Wicked Within,,,
89,2017-12-31,The Islands,,,
90,2014-03-21,Godâs Not Dead,,,
91,2005-10-07,Waiting...,,,
92,2006-05-12,Dead Man's Shoes,,,
93,1980-02-01,The Fog,,,
94,2005-12-25,Wolf Creek,,,
95,2005-02-11,Ong-Bak,,,
96,2012-03-23,Serbuan maut,,,
97,1986-09-26,Down by Law,,,
98,1987-09-04,The Offspring,,,
99,2002-02-22,Sex with Strangers,,,
100,2012-05-18,Beyond the Black Rainbow,,,
1,2003-05-14,Dracula: Pages from a Virgin's Diary,,,
2,2014-11-21,The Sleepwalker,,,
3,2017-03-07,Departure,,,
4,2009-04-07,Faith Like Potatoes,,,
5,2010-03-23,Lake Mungo,,,
6,2015-04-07,Silent Running,,,
7,2010-12-31,The Dead Undead,,,
8,2013-12-31,The Vatican Exorcisms,,,
9,2009-12-11,Rocket Singh: Salesman of the Year,,,
10,1943-01-23,Casablanca,,,
11,1976-11-21,Rocky,,,
12,2012-01-06,The Devil Inside,,,
13,1963-10-07,Tom Jones,,,
14,2015-04-17,Unfriended,,,
15,1976-02-08,Taxi Driver,,,
16,2006-05-24,An Inconvenient Truth,,,
17,2013-08-23,You're Next,,,
18,2012-05-25,Chernobyl Diaries,,,
19,1981-04-10,The Howling,,,
20,1963-05-08,Dr. No,,,
21,1987-09-18,Hellraiser,,,
22,2016-03-11,"Hello, My Name is Doris",,,
23,2005-09-16,Cry Wolf,,,
24,2000-08-18,Godzilla 2000,,,
25,2010-12-29,Blue Valentine,,,
26,2006-01-20,Transamerica,,,
27,1970-01-01,Beyond the Valley of the Dolls,,,
28,1956-11-15,Love Me Tender,,,
29,2018-07-20,Unfriended: Dark Web,,,
30,1949-12-14,Sands of Iwo Jima,,,
31,2015-09-25,The Green Inferno,,,
32,2017-02-03,I Am Not Your Negro,,,
33,2012-10-19,The Sessions,,,
34,2008-04-04,Shine a Light,,,
35,2012-03-23,October Baby,,,
36,2014-09-12,The Skeleton Twins,,,
37,2013-06-14,20 Feet From Stardom,,,
38,2009-06-12,"Food, Inc.",,,
39,2017-07-28,An Inconvenient Sequel,,,
40,1998-08-21,Next Stop Wonderland,,,
41,2014-06-06,Obvious Child,,,
42,2011-10-21,Martha Marcy May Marlene,,,
43,2005-08-03,Junebug,,,
44,2008-08-01,Frozen River,,,
45,2001-11-21,Sidewalks of New York,,,
46,1998-04-24,Two Girls and a Guy,,,
47,2000-09-29,The Broken Hearts Club: A Romantic Comedy,,,
48,2006-06-28,Who Killed the Electric Car?,,,
49,2009-09-18,The Secrets of Jonathan Sperry,,,
50,1996-07-17,Walking and Talking,,,
51,2003-09-19,Bubba Ho-Tep,,,
52,2001-12-07,No Man's Land,,,
53,1998-10-09,Slam,,,
54,2017-10-06,Visages villages,,,
55,2001-04-06,Brigham City,,,
56,2017-08-18,Patti Cake$,,,
57,2000-12-01,Panic,,,
58,2014-05-09,Palo Alto,,,
59,2000-09-08,Fiza,,,
60,2010-02-03,Ajami,,,
61,1998-10-23,Orgazmo,,,
62,2011-07-29,The Future,,,
63,2003-02-14,All the Real Girls,,,
64,2014-10-24,23 Blast,,,
65,1997-06-20,Dream With The Fishes,,,
66,2013-07-19,The Act of Killing,,,
67,2003-05-02,Blue Car,,,
68,2007-10-19,Wristcutters: A Love Story,,,
69,2000-05-05,Luminarias,,,
70,2014-07-18,I Origins,,,
71,2014-11-28,Antarctica: A Year on Ice,,,
72,2003-08-22,The Battle of Shaker Heights,,,
73,2008-01-18,Taxi to the Dark Side,,,
74,2016-04-08,The Invitation,,,
75,2004-09-24,Guiana 1838,,,
76,2002-12-30,Love Liza,,,
77,2006-07-07,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,,,
78,2001-08-22,Lisa Picard is Famous,,,
79,2015-07-31,Beyond the Brick: A LEGO Brickumentary,,,
80,2009-10-30,The House of the Devil,,,
81,2012-06-01,Hardflip,,,
82,2016-03-11,Creative Control,,,
83,2005-09-16,Chocolate: Deep Dark Secrets,,,
84,2011-07-01,The Perfect Host,,,
85,1998-09-25,The Last Big Thing,,,
86,1998-08-07,Safe Men,,,
87,2001-08-31,Speedway Junky,,,
88,2015-02-13,Hits,,,
89,2000-09-22,The Specials,,,
90,2010-09-03,16 to Life,,,
91,2007-01-17,Alone with Her,,,
92,2014-10-17,Camp X-Ray,,,
93,2008-11-21,Special,,,
94,2015-04-10,The Sisterhood of Night,,,
95,1999-03-19,Sparkler,,,
96,2005-03-18,The Helixâ¦Loaded,,,
97,2015-05-15,Childless,,,
98,2006-04-21,In Her Line of Fire,,,
99,2002-12-13,The Jimmy Show,,,
100,2013-12-31,Heli,,,
1,2015-12-31,Karachi se Lahore,,,
2,2006-12-31,Loving Annabelle,,,
3,2015-12-11,American Hero,,,
4,2009-12-01,Frat Party,,,
5,2006-09-15,Jimmy and Judy,,,
6,2003-10-24,The Party's Over,,,
7,2009-07-17,The Poker House,,,
8,2005-09-23,Proud,,,
9,2008-12-31,Steppin: The Movie,,,
10,2010-01-29,Zombies of Mass Destruction,,,
11,2012-03-20,Snow White: A Deadly Summer,,,
12,2012-10-09,Truth or Die,,,
13,2013-05-14,Black Rock,,,
14,2014-01-07,Hidden Away,,,
15,2013-10-04,My Last Day Without You,,,
16,2013-10-08,Zombie Hunter,,,
17,2014-12-31,Doc Holliday's Revenge,,,
18,2014-06-24,A Fine Step,,,
19,2015-02-10,Fear Clinic,,,
20,2015-03-10,The Pet,,,
21,2014-12-31,Bang Bang Baby,,,
22,2016-04-08,Hush,,,
23,2016-03-01,1982,,,
24,2015-10-27,The Horror Network,,,
25,2016-12-31,Chemical Cut,,,
26,2015-12-22,Por amor en el caserio,,,
27,2007-06-01,And Then Came Love,,,
28,2006-04-14,Hard Candy,,,
29,2002-09-27,Charly,,,
30,2014-01-10,Banshee Chapter,,,
31,2012-12-31,Trance,,,
32,2014-08-12,Jesse,,,
33,2015-03-03,Ask Me Anything,,,
34,2012-04-13,L!fe Happens,,,
35,2017-05-12,Lowriders,,,
36,2014-11-21,Food Chains,,,
37,1954-07-28,On the Waterfront,,,
38,2013-07-12,Fruitvale Station,,,
39,2016-04-01,Meet the Blacks,,,
40,2008-01-25,"4 luni, 3 saptamani si 2 zile",,,
41,2011-08-26,Circumstance,,,
42,2006-08-25,The Quiet,,,
43,2012-04-27,The Giant Mechanical Man,,,
44,2013-04-05,The Brass Teapot,,,
45,2014-12-31,40 Weeks,,,
46,2015-05-05,Le bonheur d'Elza,,,
47,1942-08-13,Bambi,,,
48,2012-08-31,"For a Good Time, Call",,,
49,2004-01-30,Latter Days,,,
50,2008-03-21,The Hammer,,,
51,2015-08-28,Windsor Drive,,,
52,2012-12-31,Snitch,,,
53,2008-12-31,Harrison Montgomery,,,
54,2012-08-03,Celeste and Jesse Forever,,,
55,2002-10-25,Time Changer,,,
56,2009-08-11,London to Brighton,,,
57,2009-12-31,Crying With Laughter,,,
58,1971-01-01,Billy Jack,,,
59,2011-12-30,Jodaeiye Nader az Simin,,,
60,1996-05-10,Welcome to the Dollhouse,,,
61,2003-03-28,Raising Victor Vargas,,,
62,1993-10-01,Ruby in Paradise,,,
63,2002-08-09,Pandora's Box,,,
64,2007-07-18,Cama adentro,,,
65,2000-03-10,Deterrence,,,
66,2004-05-07,The Mudge Boy,,,
67,2003-04-11,The Young Unknowns,,,
68,2009-06-19,DÃ¸d snÃ¸,,,
69,2014-09-19,Not Cool,,,
70,2012-02-03,Kill List,,,
71,2015-01-09,Vessel,,,
72,2004-08-06,Saints and Soldiers,,,
73,1973-08-11,American Graffiti,,,
74,2006-09-08,Iraq for Sale: The War Profiteers,,,
75,2011-09-09,Kevin Hart: Laugh at My Pain,,,
76,2007-04-13,Aqua Teen Hunger Force Colon Movie Film for Theaters,,,
77,2012-06-08,Safety Not Guaranteed,,,
78,2012-02-03,The Innkeepers,,,
79,2014-08-29,Il conformista,,,
80,2002-11-15,Interview with the Assassin,,,
81,2005-07-01,Undead,,,
82,2009-01-23,Donkey Punch,,,
83,2013-10-11,All the Boys Love Mandy Lane,,,
84,2014-12-31,Destiny,,,
85,2009-04-07,Bled,,,
86,2016-01-05,Adulterers,,,
87,1968-06-25,La mariÃ©e Ã©tait en noir,,,
88,1952-07-24,High Noon,,,
89,1994-10-14,Hoop Dreams,,,
90,2005-06-24,Rize,,,
91,2006-08-11,Half Nelson,,,
92,2001-09-07,L.I.E.,,,
93,2017-08-04,Columbus,,,
94,1999-10-08,Naturally Native,,,
95,2010-01-26,B-Girl,,,
96,2015-03-13,Walter,,,
97,1933-04-07,King Kong,,,
98,1953-04-10,House of Wax,,,
99,1998-06-19,Hav Plenty,,,
100,2013-10-11,Escape from Tomorrow,,,
1,2018-12-14,That Way Madness Lies,,,
2,2012-12-31,After,,,
3,2014-12-31,The Hadza: Last of the First,,,
4,2009-12-31,Starsuckers,,,
5,2013-12-31,Treachery,,,
6,1935-09-06,Top Hat,,,
7,1999-07-14,The Blair Witch Project,,,
8,1970-03-26,Woodstock,,,
9,1977-08-10,The Kentucky Fried Movie,,,
10,1967-05-10,Per qualche dollaro in piÃ¹,,,
11,2000-10-31,Mercy Streets,,,
12,2014-05-02,Water & Power,,,
13,2007-10-19,Arnolds Park,,,
14,1999-07-02,Broken Vessels,,,
15,2015-05-22,Drunk Wedding,,,
16,2016-03-04,They Will Have to Kill Us First,,,
17,2002-08-23,Crop Circles: Quest for Truth,,,
18,2014-08-08,The Maid's Room,,,
19,2014-12-31,Light from the Darkroom,,,
20,2015-02-24,Irreplaceable,,,
21,1964-08-11,A Hard Day's Night,,,
22,2011-07-29,The Harvest/La Cosecha,,,
23,2015-12-31,Julija in alfa Romeo,,,
24,1931-12-26,Mata Hari,,,
25,1980-05-09,Friday the 13th,,,
26,1984-04-27,Love Letters,,,
27,2014-09-12,Faith Connections,,,
28,2012-03-06,High Road,,,
29,2008-09-26,Fireproof,,,
30,1974-11-15,Benji,,,
31,2004-08-06,Open Water,,,
32,1977-01-01,Kingdom of the Spiders,,,
33,2005-05-13,Mad Hot Ballroom,,,
34,2003-10-03,The Station Agent,,,
35,2010-01-22,To Save a Life,,,
36,2006-06-16,Wordplay,,,
37,1999-10-22,Beyond the Mat,,,
38,2002-02-01,The Singles Ward,,,
39,2011-07-08,Sholem Aleichem: Laughing in the Darkness,,,
40,2004-01-30,Osama,,,
41,2000-06-09,Groove,,,
42,2003-01-31,The R.M.,,,
43,1999-07-30,Twin Falls Idaho,,,
44,2004-08-20,Mean Creek,,,
45,2013-08-23,Drinking Buddies,,,
46,1998-02-13,Hurricane Streets,,,
47,2002-07-12,Never Again,,,
48,1956-11-19,Shichinin no samurai,,,
49,2003-08-29,Civil Brand,,,
50,2010-10-29,Monsters,,,
51,2006-03-24,Lonesome Jim,,,
52,2013-04-17,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,,,
53,2012-09-28,The Other Dream Team,,,
54,2015-12-11,O Menino e o Mundo,,,
55,2011-04-01,Rubber,,,
56,1991-01-01,Johnny Suede,,,
57,2007-10-05,Finishing the Game,,,
58,2008-04-18,Kiss the Bride,,,
59,2003-07-11,The Journey,,,
60,2009-04-23,Home,,,
61,2003-01-10,The Slaughter Rule,,,
62,2010-05-14,The Living Wake,,,
63,2009-02-27,Scott Walker: 30 Century Man,,,
64,2005-10-21,The Californians,,,
65,2014-09-10,Born to Fly: Elizabeth Streb vs. Gravity,,,
66,2013-06-28,Detention of the Dead,,,
67,2018-05-11,Higher Power,,,
68,2006-12-31,Feng kuang de shi tou,,,
69,2013-01-08,Now is Good,,,
70,2006-12-31,Griffin & Phoenix,,,
71,2001-11-02,Everything Put Together,,,
72,2010-12-31,Drones,,,
73,2012-04-03,Enter Nowhere,,,
74,2012-07-17,Girls Gone Dead,,,
75,2005-12-31,Insomnia Manica,,,
76,2014-12-31,America Is Still The Place,,,
77,2015-07-24,The Outrageous Sophie Tucker,,,
78,2015-03-10,Subconscious,,,
79,2015-04-14,Roadside,,,
80,2014-12-31,Diamond Ruff,,,
81,2015-02-10,Love in the Time of Monsters,,,
82,2012-12-31,El rey de Najayo,,,
83,2015-12-31,Fight to the Finish,,,
84,2013-12-31,Bucky and the Squirrels,,,
85,1990-12-31,Going Under,,,
86,2015-06-23,Crossroads,,,
87,2015-08-11,Alleluia! The Devil's Carnival,,,
88,2015-12-01,Brooklyn Bizarre,,,
89,2014-12-31,The Sound and the Shadow,,,
90,2015-12-31,Rodeo Girl,,,
91,2015-11-10,The Little Ponderosa Zoo,,,
92,1984-12-31,The Toxic Avenger,,,
93,2009-09-25,Paranormal Activity,,,
94,1991-01-01,Straight out of Brooklyn,,,
95,2006-03-31,Brick,,,
96,1997-08-22,Sunday,,,
97,2006-08-11,Conversations with Other Women,,,
98,2015-11-20,Siakh lokhamim: ha'slilim ha'gnouzim,,,
99,2008-05-09,Poultrygeist: Night of the Chicken Dead,,,
100,2014-07-11,As It Is in Heaven,,,
1,2014-07-01,Mutual Friends,,,
2,2014-12-31,Rise Of the Entrepreneur - The Search For A Better Way,,,
3,1933-03-09,42nd Street,,,
4,1990-08-03,Metropolitan,,,
5,2006-04-28,Moartea domnului Lazarescu,,,
6,2005-01-21,Gory Gory Hallelujah,,,
7,2014-04-25,Blue Ruin,,,
8,2004-06-11,Napoleon Dynamite,,,
9,1975-05-10,Monty Python and the Holy Grail,,,
10,2006-08-02,Quinceanera,,,
11,2002-04-26,Dogtown and Z-Boys,,,
12,2008-10-24,Heroes,,,
13,2004-10-06,Tarnation,,,
14,2010-10-15,I Want Your Money,,,
15,1983-01-01,E tu vivrai nel terrore - L'aldilÃ,,,
16,1980-05-16,Home Movies,,,
17,2001-07-27,Jackpot,,,
18,2004-12-10,Fabled,,,
19,2005-10-13,The Dark Hours,,,
20,2015-03-31,Viskningar och rop,,,
21,1986-04-01,My Beautiful Laundrette,,,
22,2005-11-04,Show Me,,,
23,2014-12-31,Pancakes,,,
24,1916-09-05,Intolerance,,,
25,1929-02-01,The Broadway Melody,,,
26,1983-04-15,The Evil Dead,,,
27,1999-05-21,Trekkies,,,
28,1980-01-01,Maniac,,,
29,1987-01-01,American Ninja 2: The Confrontation,,,
30,2005-07-08,Murderball,,,
31,2010-09-01,My Dog Tulip,,,
32,2006-10-18,51 Birch Street,,,
33,2002-11-15,Revolution#9,,,
34,2009-04-10,Royal Kill,,,
35,2015-10-20,Rotor DR1,,,
36,1957-04-13,12 Angry Men,,,
37,1978-10-17,Halloween,,,
38,1934-02-22,It Happened One Night,,,
39,2010-06-25,Kynodontas,,,
40,1999-11-24,Tumbleweeds,,,
41,2003-11-14,Tupac Resurrection,,,
42,2000-03-10,God's Army,,,
43,2003-10-17,Pieces of April,,,
44,1996-09-20,When The Cat's Away,,,
45,2008-12-10,Wendy and Lucy,,,
46,1998-09-11,Let's Talk About Sex,,,
47,2006-08-25,Old Joy,,,
48,2005-07-15,First Morning,,,
49,2007-06-15,Pierrot le fou,,,
50,1997-03-05,The Watermelon Woman,,,
51,2011-03-11,3 Backyards,,,
52,2006-04-12,Sisters in Law,,,
53,2012-11-09,Nothing But a Man,,,
54,2002-07-19,Ayurveda: Art of Being,,,
55,1998-08-07,"First Love, Last Rites",,,
56,2005-05-06,Fighting Tommy Riley,,,
57,2014-03-28,Locker 13,,,
58,2015-10-23,The Looking Glass,,,
59,2014-10-31,All You Need Is Love,,,
60,1975-04-01,Death Race 2000,,,
61,2012-07-03,Some Guy Who Kills People,,,
62,2013-08-07,Midnight Cabaret,,,
63,2015-03-10,Teeth and Blood,,,
64,2015-12-31,Walking to Paris,,,
65,2010-12-31,Anderson's Cross,,,
66,2015-12-08,Amidst the Devil's Wings,,,
67,2010-12-31,Death Calls,,,
68,2012-08-17,Compliance,,,
69,1981-05-01,Graduation Day,,,
70,1997-04-04,Chasing Amy,,,
71,2002-06-28,Lovely and Amazing,,,
72,2017-04-28,Sleight,,,
73,2003-04-11,Better Luck Tomorrow,,,
74,2011-10-28,Like Crazy,,,
75,1995-06-16,The Incredibly True Adventure of Two Girls in Love,,,
76,2000-07-14,Chuck&Buck,,,
77,2001-03-16,American Desi,,,
78,1998-09-11,Cube,,,
79,1997-03-28,Love and Other Catastrophes,,,
80,1998-08-28,I Married a Strange Person,,,
81,2005-07-22,November,,,
82,1999-09-17,Sugar Town,,,
83,2008-03-28,Happy Valley,,,
84,2013-08-02,The Canyons,,,
85,2006-06-28,The Motel,,,
86,2005-07-15,On the Outs,,,
87,2007-12-14,Shotgun Stories,,,
88,2014-08-15,Nightlights,,,
89,2014-06-06,Test,,,
90,1999-01-08,The Sticky Fingers of Time,,,
91,2015-03-24,Along the Roadside,,,
92,2008-10-21,Sunday School Musical,,,
93,2010-10-05,Rust,,,
94,2010-12-31,The Christmas Bunny,,,
95,2009-11-10,Ink,,,
96,2012-12-18,The Frozen,,,
97,2014-04-11,Jesus People,,,
98,2010-12-31,Butterfly,,,
99,2015-02-03,UnDivided,,,
100,2014-12-31,Horse Camp,,,
1,2015-02-24,Give Me Shelter,,,
2,2011-12-31,Rock the House,,,
3,2015-12-31,Shooting the Warwicks,,,
4,2015-08-18,The Love Letter,,,
5,2015-10-09,Western Religion,,,
6,2015-01-01,4/11,,,
7,1925-11-19,The Big Parade,,,
8,2008-10-31,Little Big Top,,,
9,2009-10-09,Bronson,,,
10,2012-07-20,Burn,,,
11,2000-09-15,Urbania,,,
12,1953-06-13,"The Beast from 20,000 Fathoms",,,
13,1969-07-25,The Stewardesses,,,
14,1980-03-21,Mad Max,,,
15,1916-12-24,"20,000 Leagues Under the Sea",,,
16,1996-10-18,Swingers,,,
17,1967-01-18,Per un pugno di dollari,,,
18,2011-02-25,The Grace Card,,,
19,1933-02-09,She Done Him Wrong,,,
20,2000-02-11,Trois,,,
21,2015-06-19,The Overnight,,,
22,2004-10-22,Short Cut to Nirvana: Kumbh Mela,,,
23,2012-10-12,Middle of Nowhere,,,
24,2008-10-10,Call+Response,,,
25,2002-05-10,The Business of Fancy Dancing,,,
26,2002-05-10,Hybrid,,,
27,2008-06-13,Baghead,,,
28,2004-09-10,Malevolence,,,
29,2005-09-09,Side Effects,,,
30,2008-10-10,Good Dick,,,
31,2006-07-21,The Case of the Grinning Cat,,,
32,2005-01-07,Solitude,,,
33,2014-03-14,The Word,,,
34,2007-06-15,The Trials of Darryl Hunt,,,
35,2007-10-19,The Man From Earth,,,
36,2004-12-31,Samantha: An American Girl Holiday,,,
37,2008-01-17,Yesterday Was a Lie,,,
38,2014-09-12,Archaeology of a Woman,,,
39,2014-08-26,Sanctuary; Quite a Conundrum,,,
40,2015-09-29,Theresa Is a Mother,,,
41,2015-11-10,Perfect Cowboy,,,
42,2014-12-31,H.,,,
43,2011-09-23,Weekend,,,
44,1999-01-22,Bacheha-Ye aseman,,,
45,2015-02-27,Butterfly Girl,,,
46,2017-06-16,Arrowhead,,,
47,1986-08-08,She's Gotta Have It,,,
48,2011-07-22,Another Earth,,,
49,2013-08-23,Sparrows Dance,,,
50,2015-09-04,Heroes of Dirt,,,
51,2016-06-03,The Fits,,,
52,1979-06-30,Dolphin,,,
53,2015-12-31,Lumea e a mea,,,
54,2009-09-11,The Horse Boy,,,
55,2002-03-01,The Calling,,,
56,1971-01-01,Sweet Sweetback's Baad Asssss Song,,,
57,2007-05-16,Once,,,
58,2002-07-19,Tadpole,,,
59,2000-06-23,The Woman Chaser,,,
60,2015-04-17,Antarctic Edge: 70Âº South,,,
61,2015-08-21,Top Spin,,,
62,2013-12-31,Speak No Evil,,,
63,2009-10-06,A Charlie Brown Christmas,,,
64,2013-05-03,Aroused,,,
65,2015-12-31,Escaping the Holocost,,,
66,1974-10-18,The Texas Chainsaw Massacre,,,
67,1989-12-20,Roger & Me,,,
68,2012-04-27,Sound of My Voice,,,
69,1942-11-16,Cat People,,,
70,2014-07-18,An American in Hollywood,,,
71,2015-08-11,The Brain That Sings,,,
72,2015-12-31,Romantic Schemer,,,
73,2012-06-15,Your Sister's Sister,,,
74,2006-06-30,The Blood of My Brother: A Story of Death in Iraq,,,
75,2007-12-31,A Dog's Breakfast,,,
76,2016-05-24,Une Femme MariÃ©e,,,
77,1968-10-01,Night of the Living Dead,,,
78,1915-02-08,The Birth of a Nation,,,
79,2003-10-03,The Work and the Story,,,
80,2015-07-10,The Gallows,,,
81,2006-09-29,Facing the Giants,,,
82,1977-01-01,Eraserhead,,,
83,1987-03-01,Hollywood Shuffle,,,
84,1920-09-17,Over the Hill to the Poorhouse,,,
85,1998-10-09,The Mighty,,,
86,2017-07-07,A Ghost Story,,,
87,1980-05-10,Penitentiary,,,
88,2004-02-06,The Lost Skeleton of Cadavra,,,
89,2014-03-21,Cheap Thrills,,,
90,2014-06-19,The Past is a Grotesque Animal,,,
91,2001-11-09,Keeping it Real: The Adventures of Greg Walloch,,,
92,2012-05-18,Indie Game: The Movie,,,
93,2014-12-31,"Dude, Where's My Dog",,,
94,2014-06-10,Echo Dr.,,,
95,2015-03-17,Closure,,,
96,2015-12-31,Lunchtime Heroes,,,
97,2015-03-25,Open Secret,,,
98,2015-11-10,The Night Visitor,,,
99,2015-07-07,Tiger Orange,,,
100,1972-08-30,The Last House on the Left,,,
1,2008-05-30,The Foot Fist Way,,,
2,2015-07-17,Dawn of the Crescent Moon,,,
3,2015-09-29,Queen Crab,,,
4,2014-07-25,Happy Christmas,,,
5,2005-01-28,"Peace, Propaganda and the Promised Land",,,
6,2011-12-31,Absentia,,,
7,1998-07-10,Pi,,,
8,1998-02-20,I Love You â¦ Don't Touch Me!,,,
9,1999-02-26,20 Dates,,,
10,2004-05-07,Super Size Me,,,
11,2013-01-25,Supporting Characters,,,
12,2012-03-16,The FP,,,
13,2012-12-31,Hayride,,,
14,1962-08-10,The Brain That Wouldn't Die,,,
15,2013-10-04,The Dirties,,,
16,1995-08-09,The Brothers McMullen,,,
17,2001-03-16,Gabriela,,,
18,2010-11-12,Tiny Furniture,,,
19,2008-02-22,The Signal,,,
20,2015-07-31,Counting,,,
21,2009-12-31,Big Things,,,
22,2014-02-14,Down and Dangerous,,,
23,2005-12-31,The Call of Cthulhu,,,
24,2015-08-04,Bending Steel,,,
25,2015-09-01,"Run, Hide, Die",,,
26,2014-12-31,The Image Revolution,,,
27,2013-10-25,A True Story,,,
28,2000-10-27,George Washington,,,
29,2013-06-21,This Is Martin Bonner,,,
30,2000-08-25,Smiling Fish and Goat on Fire,,,
31,2010-03-12,The Exploding Girl,,,
32,2011-02-11,Raymond Did It,,,
33,2012-03-31,Foreign Letters,,,
34,1991-07-01,The Last Waltz,,,
35,2013-10-25,Her Cry: La Llorona Investigation,,,
36,2014-12-31,Happy 40th,,,
37,2008-07-18,The Legend of God's Gun,,,
38,2016-03-18,Krisha,,,
39,2006-09-01,Mutual Appreciation,,,
40,2005-04-29,Funny Ha Ha,,,
41,2010-10-15,Down Terrace,,,
42,2013-12-31,Paraphobia,,,
43,1994-10-19,Clerks,,,
44,1999-12-24,Pink Narcissus,,,
45,2017-01-27,Emily,,,
